Name,Birthplace,Death Place,Birth Year,Death Year,B_Lat,B_Lon,B_State,D_Lat,D_Lon,D_State
Nushoor Wahidi,"Sheikhpur, Bailla",Kanpur,1912,1983,,,,26.449923,80.3318736,Uttar Pradesh
Meeraji,Gujranwala,"Bombay, India",1912,1949,32.1876919,74.1944529,Punjab,19.0759837,72.8776559,Maharashtra
Shifa Gwaliori,Gwalior,Unknown,1912,1968,26.2124007,78.1772053,Madhya Pradesh,,,
Shamim Karhani,"Karhan, Uttar Pradesh",New Delhi,1913,1975,25.9667552,83.3692334,Uttar Pradesh,28.6139391,77.2090212,Delhi
Ali Sardar Jafri,Balrampur,Mumbai,1913,2000,27.4307473,82.1805203,Uttar Pradesh,19.0759837,72.8776559,Maharashtra
Sahir Hoshiarpuri,Hoshiarpur,Faridabad,1913,1994,31.5143178,75.911483,Punjab,28.4089123,77.3177894,Haryana
Mehr Lal Soni Zia Fatehabadi,Kapurthala,Delhi,1913,1986,31.3722571,75.4017654,Punjab,28.7040592,77.10249019999999,Delhi
Raza Naqvi Wahi,Khujwa,Patna,1914,2002,26.0603832,84.2568529,Bihar,25.5940947,85.1375645,Bihar
Mir Gul Khan Nasir,Noshki,Karachi,1914,1983,29.5513755,66.0106684,Balochistan,24.8607343,67.0011364,Sindh
Rais Amrohvi,Amroha,Karachi,1914,1988,28.9051778,78.46731799999999,Uttar Pradesh,24.8607343,67.0011364,Sindh
Ehsan Danish,Kandhla,Lahore,1914,1982,29.32388619999999,77.2721234,Uttar Pradesh,31.5203696,74.35874729999999,Punjab
Jan Nisar Akhtar,Gwalior,Bombay,1914,1976,26.2124007,78.1772053,Madhya Pradesh,19.0759837,72.8776559,Maharashtra
Majeed Amjad,Jhang,Sahiwal,1914,1974,31.27806829999999,72.3316761,Punjab,30.6681998,73.111356,Punjab
Sikandar Ali Wajd,"Aurangabad, Maharashtra","Aurangabad, Maharashtra",1914,1983,19.8761653,75.3433139,Maharashtra,19.8761653,75.3433139,Maharashtra
Naeem Hashmi,Faislabad,Lahore,1914,1976,31.45036619999999,73.13496049999999,Punjab,31.5203696,74.35874729999999,Punjab
Akhtar ul Iman,Qila Pathargarh,Mumbai,1915,1996,21.0628934,85.4530295,Odisha,19.0759837,72.8776559,Maharashtra
Raja Mehdi Ali Khan,Wazirabad,Mumbai,1915,1966,28.7310061,77.2233167,Delhi,19.0759837,72.8776559,Maharashtra
Ahmed Nadeem Qasmi,"Anga, Punjab, Angah",Lahore,1916,2006,32.5985698,72.08681260000002,Punjab,31.5203696,74.35874729999999,Punjab
Zamir Jafri,Dina,Islamabad,1916,1999,,,,33.6844202,73.04788479999999,Islamabad Capital Territory
Shakeel Badayuni,Badaun,Bombay,1916,1970,28.0311101,79.1271229,Uttar Pradesh,19.0759837,72.8776559,Maharashtra
Agha Shorish Kashmiri,Lahore,Lahore,1917,1975,31.5203696,74.35874729999999,Punjab,31.5203696,74.35874729999999,Punjab
Shan-ul-Haq Haqqee,Delhi,"Mississauga, Ontario",1917,2005,28.7040592,77.10249019999999,Delhi,43.5890452,-79.6441198,Ontario
Rishi Patialvi,Hoshiarpur,Mumbai,1917,1999,31.5143178,75.911483,Punjab,19.0759837,72.8776559,Maharashtra
Fikr Taunsvi,Taunsa Sharif,Delhi,1918,1987,30.70460379999999,70.6573694,Punjab,28.7040592,77.10249019999999,Delhi
Jagan Nath Azad,"Isakhel, Isa Khel",New Delhi,1918,2004,32.8751026,71.4299364,,28.6139391,77.2090212,Delhi
Kaifi Azmi,"Azamgarh district, Mijwan",Mumbai,1919,2002,26.0735146,82.85261969999999,Uttar Pradesh,19.0759837,72.8776559,Maharashtra
Majrooh Sultanpuri,"Sultanpur, Uttar Pradesh",Mumbai,1919,2000,26.2585371,82.06598579999999,Uttar Pradesh,19.0759837,72.8776559,Maharashtra
Khumar Barabankvi,Barabanki,Lucknow,1919,1999,26.9268042,81.1833809,Uttar Pradesh,26.8466937,80.94616599999999,Uttar Pradesh
Qateel Shifai,"Haripur District, Haripur",Lahore,1919,2001,33.9946466,72.9106202,Khyber Pakhtunkhwa,31.5203696,74.35874729999999,Punjab
Masud Husain Khan,Kaimganj,Aligarh,1919,2010,27.5540047,79.3296565,Uttar Pradesh,27.8973944,78.0880129,Uttar Pradesh
Salaam Machhalishahari,Machhali Shahar,Delhi,1921,1972,25.68181,82.4087909,Uttar Pradesh,28.7040592,77.10249019999999,Delhi
Sahir Ludhianvi,Ludhiana,"Mumbai, Bombay",1921,1980,30.900965,75.8572758,Punjab,19.0759837,72.8776559,Maharashtra
Krishan Mohan,Sialkot,Delhi,1922,2004,32.4944991,74.5228916,Punjab,28.7040592,77.10249019999999,Delhi
Wazir Agha,"Wazirkot, Sargodha",Lahore,1922,2010,32.0739787,72.6860696,Punjab,31.5203696,74.35874729999999,Punjab
Sulaiman Areeb,Hyderabad,Hyderabad,1922,1972,17.385044,78.486671,Telangana,17.385044,78.486671,Telangana
